transaction_id,date,amount_raw,amount,operation_raw,operation_type,direction,details,Мерчант,user_id,category
2275,2026-02-11,"- 30 000,00 ₸",30000.0,Перевод на свой счет,other,credit,На Kaspi Депозит,,user_521,Транспорт
2276,2026-02-11,"+ 5 570,00 ₸",5570.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_471,Связь
2277,2026-02-11,"+ 1 800,00 ₸",1800.0,Пополнение,topup,credit,Дильназ С.,,user_809,Медицина
2278,2026-02-11,"+ 2 800,00 ₸",2800.0,Пополнение,topup,credit,Бекет Н.,,user_521,Медицина
2279,2026-02-10,"- 4 990,00 ₸",4990.0,Покупка,purchase,credit,GOOGLE *Google One,,user_379,Медицина
2280,2026-02-10,"- 1 580,00 ₸",1580.0,Покупка,purchase,credit,GOOGLE *YouTubePremium,,user_471,Продукты
2281,2026-02-10,"+ 30 000,00 ₸",30000.0,Пополнение,topup,credit,Мұхамедəмен Ə.,,user_304,Штрафы
2282,2026-02-10,"- 1 200,00 ₸",1200.0,Покупка,purchase,credit,ИП ЕМБЕРГЕНОВА,,user_809,Такси
2283,2026-02-10,"- 1 500,00 ₸",1500.0,Покупка,purchase,credit,ИП ЕМБЕРГЕНОВА,,user_809,Связь
2284,2026-02-10,"+ 2 700,00 ₸",2700.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_304,Подписки
2285,2026-02-10,"- 2 290,00 ₸",2290.0,Перевод,transfer,credit,Асылбек Т.,,user_347,Питомцы
2286,2026-02-10,"+ 2 290,00 ₸",2290.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_347,Штрафы
2287,2026-02-10,"- 5 000,00 ₸",5000.0,Перевод,transfer,credit,Марлен Б.,,user_665,Транспорт
2288,2026-02-10,"+ 5 000,00 ₸",5000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_966,Дети
2289,2026-02-10,"- 2 000,00 ₸",2000.0,Перевод,transfer,credit,Бакытгуль С.,,user_304,Образование
2290,2026-02-10,"+ 2 000,00 ₸",2000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_379,Красота
2291,2026-02-09,"- 2 500,00 ₸",2500.0,Покупка,purchase,credit,Аппарат самообслуживания,,user_560,Подписки
2292,2026-02-09,"+ 2 500,00 ₸",2500.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_560,Медицина
2293,2026-02-09,"- 800,00 ₸",800.0,Перевод,transfer,credit,Хақназар Ғ.,,user_379,Страхование
2294,2026-02-09,"- 21 000,00 ₸",21000.0,Покупка,purchase,credit,ип Кононова ЕЛ,,user_471,Рестораны
2295,2026-02-09,"+ 21 000,00 ₸",21000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_560,Спорт
2296,2026-02-09,"- 10 000,00 ₸",10000.0,Перевод,transfer,credit,Мұхамедəмен Ə.,,user_379,Подписки
2297,2026-02-09,"- 855,00 ₸",855.0,Разное,misc,credit,Комиссия за перевод на карту др. банка,,user_304,Кредиты
2298,2026-02-09,"- 90 000,00 ₸",90000.0,Перевод,transfer,credit,На карту Freedom Finance Bank*8197,,user_777,Коммуналка
2299,2026-02-09,"+ 2 000,00 ₸",2000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_665,Авто
2300,2026-02-09,"+ 100 000,00 ₸",100000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_966,Аренда
2301,2026-02-09,"- 1 490,00 ₸",1490.0,Покупка,purchase,credit,APPLE.COM/BILL,,user_471,Транспорт
2302,2026-02-08,"- 29 386,00 ₸",29386.0,Покупка,purchase,credit,OZON,,user_379,Связь
2303,2026-02-08,"+ 7 000,00 ₸",7000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_304,Транспорт
2304,2026-02-08,"- 3 390,00 ₸",3390.0,Покупка,purchase,credit,ZH TRADE,,user_471,Спорт
2305,2026-02-08,"- 1 238,00 ₸",1238.0,Покупка,purchase,credit,FSK Shop,,user_809,Инвестиции
2306,2026-02-08,"- 2 519,00 ₸",2519.0,Покупка,purchase,credit,Bloomi,,user_966,Путешествия
2307,2026-02-08,"- 28 057,00 ₸",28057.0,Покупка,purchase,credit,ABC Retail,,user_304,Инвестиции
2308,2026-02-08,"- 18 309,00 ₸",18309.0,Покупка,purchase,credit,ТОО Компания Эврика,,user_347,Развлечения
2309,2026-02-08,"+ 53 000,00 ₸",53000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_777,Рестораны
2310,2026-02-08,"- 380 000,00 ₸",380000.0,Перевод на свой счет,other,credit,На Kaspi Депозит,,user_471,Дети
2311,2026-02-08,"- 100 000,00 ₸",100000.0,Перевод на свой счет,other,credit,На Kaspi Депозит,,user_347,Образование
2312,2026-02-08,"- 24 123,00 ₸",24123.0,Перевод на свой счет,other,credit,На Kaspi Депозит,,user_521,Штрафы
2313,2026-02-08,"- 25 000,00 ₸",25000.0,Перевод,transfer,credit,Жанат Б.,,user_521,Подарки
2314,2026-02-08,"- 25 000,00 ₸",25000.0,Перевод на свой счет,other,credit,На Kaspi Депозит,,user_560,Подписки
2315,2026-02-08,"- 25 000,00 ₸",25000.0,Перевод на свой счет,other,credit,На Kaspi Депозит,,user_966,Электроника
2316,2026-02-08,"- 100 000,00 ₸",100000.0,Перевод на свой счет,other,credit,На Kaspi Депозит,,user_665,Питомцы
2317,2026-02-08,"- 24 049,11 ₸",24049.11,Перевод на свой счет,other,credit,На Kaspi Депозит,,user_521,Штрафы
2318,2026-02-08,"+ 728 000,00 ₸",728000.0,Пополнение,topup,credit,С карты другого банка,,user_665,Красота
2319,2026-02-06,"- 500,00 ₸",500.0,Перевод,transfer,credit,Нұрболат Б.,,user_471,Коммуналка
2320,2026-02-06,"- 500,00 ₸",500.0,Перевод,transfer,credit,Берік Б.,,user_471,Подарки
2321,2026-02-04,"- 15 000,00 ₸",15000.0,Перевод на свой счет,other,credit,На Kaspi Депозит,,user_379,Медицина
2322,2026-02-04,"+ 15 000,00 ₸",15000.0,Пополнение,topup,credit,Хақназар Ғ.,,user_966,Инвестиции
2323,2026-02-03,"- 300,00 ₸",300.0,Перевод,transfer,credit,Галымжан С.,,user_777,Такси
2324,2026-02-03,"- 1 290,00 ₸",1290.0,Перевод,transfer,credit,Андрей Л.,,user_809,Коммуналка
2325,2026-02-01,"- 2 615,91 ₸",2615.91,Покупка,purchase,credit,WWW.PERPLEXITY.AI,,user_304,Подписки
2326,2026-01-31,"- 40 000,00 ₸",40000.0,Перевод,transfer,credit,Бекжан К.,,user_521,Образование
2327,2026-01-31,"+ 16 000,00 ₸",16000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_777,Развлечения
2328,2026-01-31,"- 18 000,00 ₸",18000.0,Перевод,transfer,credit,Бахытжан А.,,user_379,Спорт
2329,2026-01-31,"+ 18 000,00 ₸",18000.0,Пополнение,topup,credit,Бакытгуль С.,,user_304,Одежда
2330,2026-01-31,"- 18 000,00 ₸",18000.0,Перевод,transfer,credit,Бакытгуль С.,,user_966,Спорт
2331,2026-01-31,"+ 45 000,00 ₸",45000.0,Пополнение,topup,credit,С карты другого банка,,user_304,Штрафы
2332,2026-01-30,"+ 1 800,00 ₸",1800.0,Пополнение,topup,credit,Асылбек С.,,user_347,Инвестиции
2333,2026-01-30,"- 5 000,00 ₸",5000.0,Перевод,transfer,credit,Мұхамедəмен Ə.,,user_347,Ремонт
2334,2026-01-30,"+ 5 000,00 ₸",5000.0,Пополнение,topup,credit,С карты другого банка,,user_809,Рестораны
2335,2026-01-29,"- 2 750,00 ₸",2750.0,Перевод,transfer,credit,Данияр А.,,user_304,Развлечения
2336,2026-01-29,"+ 1 200,00 ₸",1200.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_966,Дети
2337,2026-01-29,"+ 1 670,00 ₸",1670.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_777,Страхование
2338,2026-01-28,"- 500,00 ₸",500.0,Перевод,transfer,credit,Қанағат А.,,user_809,Развлечения
2339,2026-01-28,"- 500,00 ₸",500.0,Перевод,transfer,credit,Тенлесбек А.,,user_665,Спорт
2340,2026-01-28,"+ 1 000,00 ₸",1000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_379,Медицина
2341,2026-01-28,"- 446,50 ₸",446.5,Разное,misc,credit,Комиссия за перевод на карту др. банка,,user_304,Транспорт
2342,2026-01-28,"- 47 000,00 ₸",47000.0,Перевод,transfer,credit,На карту Freedom Finance Bank*8197,,user_471,Кредиты
2343,2026-01-28,"+ 1 500,00 ₸",1500.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_521,Путешествия
2344,2026-01-28,"+ 45 962,00 ₸",45962.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_560,Продукты
2345,2026-01-27,"- 20 000,00 ₸",20000.0,Перевод,transfer,credit,Мұхамедəмен Ə.,,user_304,Одежда
2346,2026-01-27,"+ 20 000,00 ₸",20000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_665,Образование
2347,2026-01-27,"- 500,00 ₸",500.0,Перевод,transfer,credit,Ержан Ш.,,user_304,Развлечения
2348,2026-01-27,"+ 500,00 ₸",500.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_966,Дети
2349,2026-01-27,"- 15 000,00 ₸",15000.0,Перевод,transfer,credit,Хақназар Ғ.,,user_347,Авто
2350,2026-01-27,"+ 15 000,00 ₸",15000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_777,Кредиты
2351,2026-01-26,"- 500,00 ₸",500.0,Перевод,transfer,credit,Куат Ч.,,user_777,Дети
2352,2026-01-26,"- 500,00 ₸",500.0,Перевод,transfer,credit,Наргиз Б.,,user_471,Коммуналка
2353,2026-01-26,"+ 1 000,00 ₸",1000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_379,Такси
2354,2026-01-26,"- 2 940,00 ₸",2940.0,Покупка,purchase,credit,Too Naubay,,user_471,Ремонт
2355,2026-01-26,"- 2 760,00 ₸",2760.0,Перевод,transfer,credit,Гулназ Г.,,user_379,Подарки
2356,2026-01-25,"- 865,00 ₸",865.0,Перевод,transfer,credit,Бауыржан Н.,,user_347,Красота
2357,2026-01-25,"- 1 190,00 ₸",1190.0,Покупка,purchase,credit,APPLE.COM/BILL,,user_966,Путешествия
2358,2026-01-23,"- 990,00 ₸",990.0,Перевод,transfer,credit,Айгүл Б.,,user_521,Связь
2359,2026-01-23,"- 11 330,00 ₸",11330.0,Перевод,transfer,credit,Асылбек С.,,user_560,Подарки
2360,2026-01-23,"+ 10 000,00 ₸",10000.0,Пополнение,topup,credit,Хақназар Ғ.,,user_379,Медицина
2361,2026-01-23,"- 26 200,00 ₸",26200.0,Покупка,purchase,credit,Медина,,user_560,Авто
2362,2026-01-23,"+ 2 000,00 ₸",2000.0,Пополнение,topup,credit,Дастан Т.,,user_777,Медицина
2363,2026-01-23,"+ 6 000,00 ₸",6000.0,Пополнение,topup,credit,Ержан К.,,user_777,Медицина
2364,2026-01-23,"+ 2 000,00 ₸",2000.0,Пополнение,topup,credit,Ерсін Қ.,,user_347,Такси
2365,2026-01-23,"+ 2 000,00 ₸",2000.0,Пополнение,topup,credit,Бауыржан Н.,,user_665,Медицина
2366,2026-01-23,"+ 1 455,00 ₸",1455.0,Пополнение,topup,credit,Бауыржан Н.,,user_560,Подарки
2367,2026-01-23,"- 2 910,00 ₸",2910.0,Перевод,transfer,credit,Қуаныш Р.,,user_379,Питомцы
2368,2026-01-23,"- 2 870,00 ₸",2870.0,Перевод,transfer,credit,Марат Ж.,,user_560,Развлечения
2369,2026-01-23,"+ 2 000,00 ₸",2000.0,Пополнение,topup,credit,Асылбек С.,,user_966,Образование
2370,2026-01-23,"- 2 030,00 ₸",2030.0,Покупка,purchase,credit,Гелиос,,user_665,Инвестиции
2371,2026-01-23,"+ 25 000,00 ₸",25000.0,Пополнение,topup,credit,Бакытгуль С.,,user_347,Дети
2372,2026-01-22,"- 4 000,00 ₸",4000.0,Перевод,transfer,credit,Марлен Б.,,user_665,Штрафы
2373,2026-01-22,"+ 2 170,00 ₸",2170.0,Пополнение,topup,credit,Дильназ С.,,user_809,Рестораны
2374,2026-01-22,"+ 2 170,00 ₸",2170.0,Пополнение,topup,credit,Бауыржан Н.,,user_560,Штрафы
2375,2026-01-22,"+ 3 400,00 ₸",3400.0,Пополнение,topup,credit,Дастан Т.,,user_560,Дети
2376,2026-01-22,"- 10 400,00 ₸",10400.0,Перевод,transfer,credit,Қазбек А.,,user_777,Питомцы
2377,2026-01-22,"- 5 000,00 ₸",5000.0,Перевод,transfer,credit,Хақназар Ғ.,,user_347,Инвестиции
2378,2026-01-22,"+ 5 000,00 ₸",5000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_560,Электроника
2379,2026-01-22,"+ 10 400,00 ₸",10400.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_471,Кредиты
2380,2026-01-21,"- 1 999,00 ₸",1999.0,Покупка,purchase,credit,YANDEX.PLUS,,user_471,Авто
2381,2026-01-21,"+ 2 000,00 ₸",2000.0,Пополнение,topup,credit,Дильназ С.,,user_966,Дети
2382,2026-01-21,"- 1 000,00 ₸",1000.0,Перевод,transfer,credit,Асылхан Ы.,,user_560,Страхование
2383,2026-01-21,"+ 500,00 ₸",500.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_379,Подписки
2384,2026-01-21,"+ 500,00 ₸",500.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_665,Авто
2385,2026-01-21,"- 960,00 ₸",960.0,Перевод,transfer,credit,Ахан Д.,,user_777,Ремонт
2386,2026-01-21,"+ 960,00 ₸",960.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_347,Продукты
2387,2026-01-21,"- 10 000,00 ₸",10000.0,Перевод,transfer,credit,Дильназ С.,,user_379,Дети
2388,2026-01-21,"+ 10 000,00 ₸",10000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_665,Продукты
2389,2026-01-21,"- 1 430,00 ₸",1430.0,Перевод,transfer,credit,Əлібек Ө.,,user_560,Аренда
2390,2026-01-20,"- 2 000,00 ₸",2000.0,Перевод,transfer,credit,Гулнар А.,,user_379,Продукты
2391,2026-01-20,"+ 2 000,00 ₸",2000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_809,Путешествия
2392,2026-01-20,"- 4 700,00 ₸",4700.0,Перевод,transfer,credit,Ержан К.,,user_379,Такси
2393,2026-01-20,"+ 4 700,00 ₸",4700.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_471,Кредиты
2394,2026-01-20,"- 360,00 ₸",360.0,Перевод,transfer,credit,Ахан Д.,,user_560,Такси
2395,2026-01-20,"- 4 110,00 ₸",4110.0,Покупка,purchase,credit,"ТОО ""АС TIME""",,user_521,Дети
2396,2026-01-20,"+ 5 000,00 ₸",5000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_379,Образование
2397,2026-01-20,"- 10 000,00 ₸",10000.0,Перевод на свой счет,other,credit,На Kaspi Депозит,,user_347,Красота
2398,2026-01-20,"+ 10 000,00 ₸",10000.0,Пополнение,topup,credit,Аймат Қ.,,user_809,Рестораны
2399,2026-01-20,"- 3 120,00 ₸",3120.0,Перевод,transfer,credit,Есбол С.,,user_560,Штрафы
2400,2026-01-20,"+ 3 120,00 ₸",3120.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_379,Одежда
2401,2026-01-20,"- 1 500,00 ₸",1500.0,Перевод,transfer,credit,Марлен Б.,,user_304,Медицина
2402,2026-01-20,"+ 1 500,00 ₸",1500.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_809,Электроника
2403,2026-01-20,"- 50 000,00 ₸",50000.0,Перевод,transfer,credit,Жанат Б.,,user_521,Коммуналка
2404,2026-01-20,"+ 25 000,00 ₸",25000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_304,Продукты
2405,2026-01-19,"+ 25 000,00 ₸",25000.0,Пополнение,topup,credit,Əлішер Б.,,user_809,Связь
2406,2026-01-19,"- 10 000,00 ₸",10000.0,Перевод,transfer,credit,Аймат Қ.,,user_777,Аренда
2407,2026-01-19,"+ 10 000,00 ₸",10000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_347,Коммуналка
2408,2026-01-18,"- 2 520,00 ₸",2520.0,Покупка,purchase,credit,Моника,,user_665,Связь
2409,2026-01-18,"- 1 106,00 ₸",1106.0,Перевод,transfer,credit,Аймат Қ.,,user_809,Дети
2410,2026-01-18,"+ 2 500,00 ₸",2500.0,Пополнение,topup,credit,Əлішер Б.,,user_521,Электроника
2411,2026-01-18,"- 1 750,00 ₸",1750.0,Перевод,transfer,credit,Зейбаш Д.,,user_966,Связь
2412,2026-01-18,"+ 1 750,00 ₸",1750.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_665,Подарки
2413,2026-01-18,"+ 2 000,00 ₸",2000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_560,Такси
2414,2026-01-18,"- 1 200,00 ₸",1200.0,Покупка,purchase,credit,"ИП ""БАКТЫБАЕВА""",,user_809,Страхование
2415,2026-01-18,"- 3 000,00 ₸",3000.0,Перевод,transfer,credit,Асылбек С.,,user_665,Такси
2416,2026-01-18,"+ 2 350,00 ₸",2350.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_379,Аренда
2417,2026-01-17,"- 2 890,00 ₸",2890.0,Перевод,transfer,credit,Дархан Н.,,user_809,Связь
2418,2026-01-17,"+ 799,00 ₸",799.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_304,Транспорт
2419,2026-01-17,"- 799,00 ₸",799.0,Покупка,purchase,credit,APPLE.COM/BILL,,user_521,Развлечения
2420,2026-01-16,"- 200,00 ₸",200.0,Разное,misc,credit,Комиссия за перевод на карту др. банка,,user_471,Дети
2421,2026-01-16,"- 16 838,00 ₸",16838.0,Перевод,transfer,credit,На карту Freedom Finance Bank*8197,,user_471,Инвестиции
2422,2026-01-16,"+ 16 838,00 ₸",16838.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_521,Подарки
2423,2026-01-16,"- 10 000,00 ₸",10000.0,Перевод,transfer,credit,Дильназ С.,,user_966,Питомцы
2424,2026-01-16,"+ 10 000,00 ₸",10000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_521,Подписки
2425,2026-01-16,"+ 5 000,00 ₸",5000.0,Пополнение,topup,credit,Хайдар Б.,,user_379,Такси
2426,2026-01-16,"- 300,00 ₸",300.0,Перевод,transfer,credit,Раимбек М.,,user_521,Страхование
2427,2026-01-16,"- 500,00 ₸",500.0,Перевод,transfer,credit,Айгерим К.,,user_521,Подписки
2428,2026-01-16,"+ 500,00 ₸",500.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_665,Медицина
2429,2026-01-15,"- 1 060,00 ₸",1060.0,Перевод,transfer,credit,Зиннур А.,,user_560,Одежда
2430,2026-01-15,"+ 1 200,00 ₸",1200.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_471,Образование
2431,2026-01-15,"- 399,00 ₸",399.0,Разное,misc,credit,Комиссия за перевод на карту др. банка,,user_966,Дети
2432,2026-01-15,"- 42 000,00 ₸",42000.0,Перевод,transfer,credit,На карту Freedom Finance Bank*8197,,user_665,Аренда
2433,2026-01-15,"+ 2 000,00 ₸",2000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_471,Подарки
2434,2026-01-14,"+ 40 000,00 ₸",40000.0,Пополнение,topup,credit,Бексұлтан А.,,user_560,Образование
2435,2026-01-14,"- 990,00 ₸",990.0,Покупка,purchase,credit,"ИП ""ТОХТИЕВ""",,user_521,Медицина
2436,2026-01-13,"- 4 981,00 ₸",4981.0,Покупка,purchase,credit,SMALL,,user_560,Инвестиции
2437,2026-01-13,"+ 5 000,00 ₸",5000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_471,Путешествия
2438,2026-01-13,"+ 800,00 ₸",800.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_777,Страхование
2439,2026-01-13,"- 500,00 ₸",500.0,Перевод,transfer,credit,Альбина А.,,user_809,Дети
2440,2026-01-13,"- 200,00 ₸",200.0,Перевод,transfer,credit,Арзулла А.,,user_809,Инвестиции
2441,2026-01-13,"- 300,00 ₸",300.0,Перевод,transfer,credit,Арзулла А.,,user_304,Инвестиции
2442,2026-01-11,"- 9 990,00 ₸",9990.0,Покупка,purchase,credit,Google One,,user_379,Авто
2443,2026-01-11,"+ 9 990,00 ₸",9990.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_560,Медицина
2444,2026-01-11,"- 2 900,00 ₸",2900.0,Покупка,purchase,credit,"ИП ""ТОХТИЕВ""",,user_521,Подписки
2445,2026-01-11,"+ 3 000,00 ₸",3000.0,Пополнение,topup,credit,Əлішер Б.,,user_560,Инвестиции
2446,2026-01-10,"- 20 000,00 ₸",20000.0,Перевод на свой счет,other,credit,На Kaspi Депозит,,user_521,Аренда
2447,2026-01-10,"+ 4 600,00 ₸",4600.0,Пополнение,topup,credit,Ерсултан А.,,user_777,Медицина
2448,2026-01-10,"+ 4 654,00 ₸",4654.0,Пополнение,topup,credit,Дəурен Т.,,user_777,Инвестиции
2449,2026-01-10,"+ 4 626,00 ₸",4626.0,Пополнение,topup,credit,Темірлан Б.,,user_379,Коммуналка
2450,2026-01-10,"+ 2 400,00 ₸",2400.0,Пополнение,topup,credit,Ердан Б.,,user_966,Развлечения
2451,2026-01-10,"+ 2 400,00 ₸",2400.0,Пополнение,topup,credit,Темірлан Б.,,user_471,Развлечения
2452,2026-01-10,"+ 1 709,40 ₸",1709.4,Пополнение,topup,credit,Ерлан Б.,,user_304,Авто
2453,2026-01-10,"- 25 600,00 ₸",25600.0,Покупка,purchase,credit,Медина,,user_777,Коммуналка
2454,2026-01-10,"+ 25 600,00 ₸",25600.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_665,Медицина
2455,2026-01-10,"- 2 650,00 ₸",2650.0,Перевод,transfer,credit,Султан А.,,user_809,Медицина
2456,2026-01-10,"+ 2 650,00 ₸",2650.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_521,Подписки
2457,2026-01-09,"- 5 000,00 ₸",5000.0,Перевод,transfer,credit,Хақназар Ғ.,,user_347,Образование
2458,2026-01-09,"- 5 161,10 ₸ (- 10,00 USD)",,Покупка,purchase,debit,CURSOR USAGE DEC,,user_809,Аренда
2459,2026-01-09,"- 1 580,00 ₸",1580.0,Покупка,purchase,credit,Google YouTubePremium,,user_777,Спорт
2460,2026-01-09,"+ 10 000,00 ₸",10000.0,Пополнение,topup,credit,Мұхамедəмен Ə.,,user_777,Электроника
2461,2026-01-09,"- 1 490,00 ₸",1490.0,Покупка,purchase,credit,APPLE.COM/BILL,,user_665,Связь
2462,2026-01-09,"+ 3 070,00 ₸",3070.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_665,Развлечения
2463,2026-01-08,"- 18 000,00 ₸",18000.0,Перевод,transfer,credit,Бакытгуль С.,,user_347,Подписки
2464,2026-01-08,"+ 18 000,00 ₸",18000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_809,Подарки
2465,2026-01-07,"- 400,00 ₸",400.0,Перевод,transfer,credit,Марлен Б.,,user_379,Спорт
2466,2026-01-05,"- 500,00 ₸",500.0,Перевод,transfer,credit,Мейрамбек Б.,,user_347,Такси
2467,2026-01-05,"+ 500,00 ₸",500.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_809,Транспорт
2468,2026-01-05,"- 200 000,00 ₸",200000.0,Перевод на свой счет,other,credit,На Kaspi Депозит,,user_777,Ремонт
2469,2026-01-05,"- 25 000,00 ₸",25000.0,Перевод на свой счет,other,credit,На Kaspi Депозит,,user_809,Инвестиции
2470,2026-01-05,"- 100 000,00 ₸",100000.0,Перевод на свой счет,other,credit,На Kaspi Депозит,,user_521,Путешествия
2471,2026-01-05,"+ 325 000,00 ₸",325000.0,Пополнение,topup,credit,С карты другого банка,,user_379,Электроника
2472,2026-01-05,"- 630,00 ₸",630.0,Перевод,transfer,credit,Еркебулан Н.,,user_777,Связь
2473,2026-01-04,"- 3 500,00 ₸",3500.0,Покупка,purchase,credit,"ИП ""ТОХТИЕВ""",,user_560,Подарки
2474,2026-01-04,"+ 5 000,00 ₸",5000.0,Пополнение,topup,credit,С карты другого банка,,user_777,Такси
2475,2026-01-04,"- 1 000,00 ₸",1000.0,Перевод,transfer,credit,Еркебулан Н.,,user_809,Образование
2476,2026-01-04,"- 1 300,00 ₸",1300.0,Перевод,transfer,credit,Марлен Б.,,user_471,Страхование
2477,2026-01-04,"- 75 000,00 ₸",75000.0,Перевод,transfer,credit,Жанат Б.,,user_560,Медицина
2478,2026-01-04,"+ 5 143,00 ₸",5143.0,Пополнение,topup,credit,С карты другого банка,,user_304,Такси
2479,2026-01-04,"- 17 559,00 ₸",17559.0,Перевод на свой счет,other,credit,На Kaspi Депозит,,user_777,Коммуналка
2480,2026-01-04,"+ 74 000,00 ₸",74000.0,Поступление со своего счета,self_transfer,credit,С Kaspi Депозита,,user_347,Аренда
2481,2026-01-04,"+ 10 000,00 ₸",10000.0,Пополнение,topup,credit,Əлішер Б.,,user_966,Аренда
2482,2026-01-04,"- 10 000,00 ₸",10000.0,Перевод,transfer,credit,Мұхамедəмен Ə.,,user_347,Питомцы
2483,2026-01-04,"+ 10 000,00 ₸",10000.0,Пополнение,topup,credit,С карты другого банка,,user_347,Штрафы
2484,2026-01-03,"- 13 640,00 ₸",13640.0,Покупка,purchase,credit,"ТОО ""ORTALYQ АПТЕКА""",,user_966,Медицина
2485,2026-01-02,"- 2 500,00 ₸",2500.0,Перевод,transfer,credit,Мұхамедəмен Ə.,,user_777,Инвестиции
2486,2026-01-01,"- 30 000,00 ₸",30000.0,Перевод,transfer,credit,Еркебулан Н.,,user_304,Образование
2487,2026-01-01,"+ 30 000,00 ₸",30000.0,Пополнение,topup,credit,С карты другого банка,,user_471,Продукты
2488,2026-01-01,"- 7 000,00 ₸",7000.0,Покупка,purchase,credit,Meganet,,user_560,Спорт
2489,2026-01-01,"- 3 600,00 ₸",3600.0,Покупка,purchase,credit,ONAY.KZ,,user_777,Транспорт
2490,2026-01-01,"- 2 959,00 ₸",2959.0,Покупка,purchase,credit,Izi,,user_521,Подарки
2491,2026-01-01,"- 10 000,00 ₸",10000.0,Перевод,transfer,credit,Бакытгуль С.,,user_304,Подарки
2492,2026-01-01,"- 25 000,00 ₸",25000.0,Перевод на свой счет,other,credit,На Kaspi Депозит,,user_304,Продукты
2493,2026-01-01,"+ 68 709,00 ₸",68709.0,Пополнение,topup,credit,С карты другого банка,,user_809,Коммуналка
2494,2025-12-31,"- 2 855,00 ₸",2855.0,Перевод,transfer,credit,Бауыржан Ш.,,user_560,Дети
2495,2025-12-31,"- 13 490,00 ₸",13490.0,Покупка,purchase,credit,APPLE.COM/BILL,,user_347,Развлечения
2496,2025-12-31,"+ 13 490,00 ₸",13490.0,Пополнение,topup,credit,С карты другого банка,,user_471,Медицина
2497,2025-12-31,"- 20 000,00 ₸",20000.0,Перевод,transfer,credit,Əлішер Б.,,user_521,Транспорт
2498,2025-12-31,"+ 25 000,00 ₸",25000.0,Пополнение,topup,credit,С карты другого банка,,user_560,Страхование
